customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9162-JBWMM,Female,0,Yes,No,48,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),65.69,2998.14,No
1263-QULYP,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.41,4726.88,No
7898-GTEAQ,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),84.82,5836.7,Yes
2713-REYPA,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.39,307.62,No
4808-XDLZE,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,90.51,90.51,Yes
4567-NXKMB,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.68,497.35,No
8633-HTVUS,Female,0,Yes,No,44,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),59.19,2435.79,Yes
9189-IQZCX,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.92,367.22,No
5445-OWQIC,Male,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.35,1399.92,No
3909-CRRQX,Male,0,No,No,18,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),76.7,1227.09,No
2257-OYIDN,Male,1,No,Yes,69,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,110.4,7141.8,No
4187-CICYB,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.55,265.92,Yes
9878-EKBXO,Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.95,19.95,No
5749-RFEPM,Male,0,Yes,No,51,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),57.0,2770.14,No
4017-MSZCX,Male,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,73.81,2031.86,No
7170-FXSPH,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.79,244.35,No
0884-JDFGE,Female,0,Yes,Yes,57,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,52.62,2869.69,No
9826-JJKUG,Male,1,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.31, ,Yes
1316-BMNQI,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),100.07,6778.05,No
0717-MCPFS,Female,0,No,No,9,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,97.99,781.33,Yes
6981-OEVDT,Female,0,No,No,3,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,81.04,112.28,No
3130-LVQJV,Male,0,No,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,901.62,No
0597-RRNOL,Female,0,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.74,1322.69,No
3236-KAFOO,Female,0,No,No,55,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,86.75,4512.48,No
2969-BNBDQ,Male,0,Yes,No,11,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,83.8,842.4,No
2866-KTBON,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.92,20.92,Yes
3520-LXUOP,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,428.48,No
4352-YECAZ,Male,0,No,Yes,58,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),96.14,5314.46,No
5120-YXLRO,Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.28,1066.22,No
7804-HONRT,Female,0,Yes,No,55,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,69.88,3641.13,No
6247-ZCTNO,Male,1,No,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,99.64,6445.53,No
8603-DIFPY,Female,0,Yes,Yes,17,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,100.52,1590.28,Yes
5544-BXHKM,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.49,214.36,Yes
0741-RNOFK,Female,0,No,No,39,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.3,3587.68,No
8058-HKVSX,Male,1,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),108.33,4611.92,No
8085-VTAJH,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.12,4801.83,No
1010-AIMAM,Male,0,No,Yes,0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,58.31, ,No
3956-BFGZN,Male,1,No,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,111.81,111.81,No
9119-WLQHK,Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.75,4717.17,No
2585-IGIRL,Female,1,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.46,1049.21,No
7713-OGKTP,Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.6,707.98,No
3595-ZCIJN,Female,1,Yes,No,72,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),75.99,5237.79,No
1568-MSZSW,Male,1,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.17,1474.52,No
3764-WSLRF,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.06,282.1,No
1254-XICJS,Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.25,877.81,No
2506-LQUZX,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,84.51,5109.4,No
3433-XRQSI,Male,1,No,No,0,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),72.42, ,Yes
3941-DBOBD,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,74.68,4526.64,No
5692-SZVLC,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),91.66,4599.5,No
1740-CZHDP,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.38,855.07,Yes
6916-EEFMI,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),60.92,654.58,No
5768-TBGFQ,Male,0,No,No,6,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,82.36,430.1,Yes
8812-EEAHL,Female,0,No,No,14,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.64,1267.83,No
7369-CVNPJ,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,74.71,74.71,Yes
9804-THKLA,Female,0,No,No,13,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),63.54,847.92,No
8538-KEOEL,Female,0,No,Yes,3,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),73.09,188.95,No
4007-LXOOF,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.15,120.83,No
3118-ETZAW,Female,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),77.55,249.8,No
2544-EAQSN,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,84.24,84.24,Yes
9341-XKBYR,Male,0,No,Yes,4,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.05,326.18,Yes
8671-WLFTW,Male,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.08,807.74,No
3196-HRUAW,Male,0,Yes,No,46,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,76.74,3425.8,Yes
7545-OBAWW,Female,1,No,Yes,8,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),81.65,676.61,No
9911-QZHOH,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,73.32,1345.17,Yes
0783-AASPN,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),77.64,5311.47,No
4489-BRFIA,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,134.78,No
8884-MIKDB,Male,0,No,Yes,43,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.01,3138.29,No
5352-FBRMI,Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.07,3607.58,No
6207-VGYUO,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,94.54,5333.29,No
0964-SYAQQ,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,733.3,Yes
2592-HNNJB,Female,0,Yes,No,51,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,82.34,3969.96,No
8249-HPBFU,Female,0,No,Yes,63,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),101.71,6129.57,No
9841-PEOLD,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,90.01,417.96,Yes
6514-WKWPO,Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),86.09,689.51,Yes
4832-ODUMV,Female,1,Yes,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),73.09,760.33,No
2134-TNOCH,Male,0,No,Yes,72,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,86.16,5884.36,Yes
9311-QMDZY,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,81.11,4035.97,No
6966-XQJJX,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.45,1377.61,No
3335-GVALX,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),71.99,715.69,Yes
9655-UVIZI,Male,1,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.05,6007.65,Yes
9798-JHXPQ,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,73.34,2786.75,No
9431-XSDGJ,Female,1,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,118.59,8146.79,Yes
8123-JAWRE,Female,1,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,100.06,4877.76,No
0210-WUQVP,Male,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.82,1045.4,No
4269-INMYY,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.97,1226.48,Yes
1264-RCJVG,Female,1,Yes,No,0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,60.4,60.4,No
8067-NSDZF,Female,0,No,No,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,69.7,685.25,No
9637-EADCI,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,83.94,Yes
7058-GDMQB,Male,0,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.24,5609.31,Yes
4475-HRCVL,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,69.35,3345.28,No
9255-BWLBF,Female,1,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.97,721.26,Yes
0216-THVLZ,Female,0,Yes,No,58,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,82.47,4667.63,No
3486-PJYWP,Male,0,No,No,51,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,84.63,4106.35,No
0732-PMWSH,Female,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.45,3976.54,No
5437-XLAYU,Female,1,No,No,8,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),64.76,470.33,No
3551-HGAUP,Male,1,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.27,6617.03,No
5313-AWRMB,Female,0,Yes,Yes,66,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,70.49,4397.57,No
8418-IAKCT,Male,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,83.02,3425.99,Yes
6931-WFCVK,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.9,501.39,Yes
5439-LOQJF,Male,0,No,Yes,5,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,89.02,419.87,Yes
1279-NFCPG,Male,1,Yes,No,50,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),43.18,1989.48,No
3842-BBCRN,Male,1,No,No,54,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),87.34,4398.51,No
3198-BYVAD,Male,1,No,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.33,1294.02,Yes
0532-CIFYM,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,114.97,783.03,Yes
4174-BDYOD,Female,1,Yes,Yes,49,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,62.25,2880.66,No
3151-WSSES,Male,0,No,Yes,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),69.8,95.37,Yes
1981-KRXOI,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.29,478.93,Yes
6282-UINSG,Male,1,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.83,1451.11,No
0336-HQEGT,Female,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.06,1353.95,No
3356-RETCG,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),111.62,559.9,Yes
5645-EWBUV,Female,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.55,2193.22,No
5496-ZXGEA,Male,0,No,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,93.67,3591.12,No
4914-UREMD,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),82.03,82.03,Yes
0204-TWUZD,Female,0,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.16,80.64,No
1317-CITFJ,Male,0,Yes,No,46,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),61.39,2714.76,No
4908-QXIIA,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,77.52,5385.09,No
1091-ZHUKW,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),111.6,3947.72,Yes
1757-QOQWX,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,90.02,2512.08,Yes
2406-EHMHY,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,176.92,No
6027-CXQET,Male,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,88.53,5416.15,Yes
4793-KTOSG,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,83.95,4794.07,No
2294-EVHJF,Female,0,No,No,52,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.84,3065.12,No
0778-IBORC,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),106.77,2102.46,No
0338-IYZWR,Male,1,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.99,1617.44,No
9437-BVMUP,Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.99,85.48,Yes
1907-RWIYH,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.68,131.28,Yes
9815-TTULS,Male,0,No,No,7,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,86.42,560.99,No
0742-ZWGQL,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,106.55,762.22,No
8144-HNHNG,Female,1,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),80.46,2534.55,Yes
6558-VMRBU,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.62,1243.02,Yes
3126-XLMVK,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,84.06,4045.42,No
4072-VSWGL,Male,0,No,No,42,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),86.04,3406.33,No
8479-ZPHAL,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.88,513.21,No
4203-HCJBK,Female,0,No,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.68,4727.32,No
8946-BIPMI,Male,0,No,No,45,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),66.69,2850.23,No
3359-ZZVLQ,Female,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.41,239.12,No
8148-TKPSW,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.24,6387.59,No
5724-ZDODT,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,87.95,347.29,Yes
9752-ZEFUV,Male,0,No,No,69,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.28,5501.14,No
7649-FNDYM,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.87,5163.68,No
3066-DNCXE,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,123.48,467.31,Yes
9633-XXBRS,Male,0,No,Yes,8,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.1,554.52,No
2025-XMLZF,Male,0,No,No,4,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,91.37,260.46,No
4323-WQWAR,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.63,1629.58,No
3085-MAQFD,Female,0,No,No,30,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),79.95,2267.75,No
3568-ZPEYT,Male,1,No,Yes,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.9,5220.27,No
9120-VMFQM,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,101.13,2586.05,No
2429-CNZSE,Male,1,Yes,No,37,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.15,2614.55,No
4304-JEDFZ,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),75.06,75.06,No
3661-CAXYD,Female,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.83,1619.63,No
